-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,46,216,226,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,216,225,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,82,43,43,42,42,41,41,41,43,34,216,225,33,41,42,43,41,41,43,41,41,81,-1,-1,-1,-1,-1
-1,-1,-1,-1,82,34,122,123,122,122,123,124,124,123,125,216,225,120,121,124,124,122,122,123,122,123,33,81,-1,-1,-1,-1
-1,-1,-1,82,34,125,152,153,152,152,153,154,154,153,155,216,225,150,151,154,154,152,152,153,152,153,120,33,81,-1,-1,-1
-1,-1,82,34,125,155,211,220,218,218,218,220,-1,-1,220,259,260,220,-1,-1,218,219,220,220,220,212,150,120,33,81,-1,-1
43,43,34,125,155,211,259,210,210,210,210,210,-1,125,210,210,210,210,120,-1,210,210,210,210,210,260,212,150,120,33,43,43
123,124,125,155,211,259,271,271,272,272,271,271,126,155,271,272,271,271,150,126,271,210,271,210,210,210,260,212,150,120,123,124
153,154,155,211,259,271,272,272,272,272,272,272,156,210,210,272,210,272,272,156,272,210,210,210,210,210,210,260,212,150,153,154
220,220,218,259,210,272,272,272,272,272,272,272,272,272,272,279,279,210,271,271,210,210,210,210,210,210,210,271,260,220,220,220
39,38,32,261,210,271,271,272,210,210,275,275,-1,272,272,280,280,272,272,-1,210,210,210,210,210,272,210,271,262,31,39,38
-1,-1,45,217,210,272,210,272,210,210,210,210,-1,-1,272,272,271,271,-1,-1,210,210,275,210,210,272,272,272,225,35,-1,-1
-1,-1,-1,217,272,272,272,272,272,272,272,272,120,125,271,272,272,272,120,125,272,210,210,210,272,272,272,272,225,-1,-1,-1
-1,-1,-1,217,272,272,272,272,210,210,271,271,150,155,210,272,272,272,150,155,272,272,272,272,272,272,210,210,226,-1,-1,-1
-1,-1,-1,217,272,272,210,271,271,271,271,272,210,210,210,210,210,210,210,271,271,210,272,272,272,272,271,210,225,-1,-1,-1
-1,-1,-1,217,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,272,272,272,272,272,210,210,210,226,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,32,210,210,31,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,63,261,262,62,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,216,225,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,46,217,226,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
