-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,46,216,226,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,216,225,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,82,42,42,41,43,42,43,43,41,41,43,34,216,225,33,41,43,43,43,43,43,43,43,43,43,81,-1,-1,-1
-1,-1,82,34,122,122,124,124,122,123,122,123,123,123,125,216,225,120,121,123,124,123,123,124,123,123,123,124,33,81,-1,-1
-1,-1,44,125,152,152,154,154,152,153,152,153,153,153,155,216,225,150,151,153,154,153,153,154,153,153,153,154,120,60,-1,-1
-1,-1,44,155,236,218,220,220,218,218,218,220,220,218,220,259,260,220,218,218,218,219,220,220,220,220,220,269,150,60,-1,-1
43,43,34,236,259,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,260,212,33,43,43
123,124,125,217,210,210,210,210,210,210,210,210,210,-1,-1,-1,-1,-1,-1,271,271,210,271,210,210,210,210,210,225,120,123,124
153,154,155,217,210,210,210,210,210,210,210,210,262,35,30,30,30,30,44,261,272,210,210,210,210,210,210,271,225,150,153,154
220,220,218,259,210,272,272,210,210,210,275,210,225,35,30,30,30,30,45,216,210,210,210,210,210,210,210,271,260,220,220,220
39,38,32,261,210,272,272,272,210,210,275,275,226,33,42,43,42,43,34,216,210,210,210,210,210,210,210,271,262,31,39,38
-1,-1,45,217,210,272,210,272,210,210,210,210,225,120,122,123,122,123,125,216,210,210,275,210,210,210,210,271,225,35,-1,-1
-1,-1,46,217,272,272,210,272,210,210,210,210,224,150,152,153,152,153,155,216,210,210,210,210,210,210,210,271,225,35,-1,-1
-1,-1,46,217,272,272,272,272,210,210,210,210,260,218,218,218,218,218,219,259,210,210,210,210,210,210,210,210,226,36,-1,-1
-1,-1,46,217,210,210,210,272,272,272,272,272,210,210,210,210,210,210,210,210,210,210,271,271,271,271,271,210,225,37,-1,-1
-1,-1,-1,-1,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,32,210,210,31,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,63,261,262,62,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,216,225,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,46,217,226,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
