-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,46,216,226,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,216,225,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,82,43,43,41,41,41,43,41,41,43,41,43,59,216,225,58,41,43,43,41,43,43,43,41,41,41,43,81,-1,-1
-1,-1,44,121,122,123,124,121,122,123,124,121,122,123,125,216,225,120,121,122,121,122,123,124,123,124,121,122,122,36,-1,-1
-1,-1,44,151,152,153,154,151,152,153,154,151,152,153,155,216,225,150,151,152,151,152,153,154,153,154,151,152,152,37,-1,-1
-1,-1,44,236,218,218,220,220,218,218,218,220,220,218,220,259,260,220,218,218,218,219,220,220,220,220,220,220,237,35,-1,-1
43,43,34,217,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,277,225,33,43,43
123,124,125,217,210,210,210,210,210,210,210,210,210,210,210,272,271,271,271,271,271,210,271,210,210,210,210,210,225,120,123,124
153,154,155,217,210,210,210,210,210,210,210,210,210,210,210,210,210,272,272,272,272,210,210,210,210,210,210,271,225,150,153,154
220,220,218,259,210,272,272,210,210,210,275,210,272,272,272,272,210,210,210,210,210,210,210,210,210,210,210,271,260,220,220,220
39,38,32,261,210,272,272,272,210,210,275,275,272,210,210,272,272,272,272,272,210,210,210,210,210,210,210,271,262,31,39,38
-1,-1,63,217,210,272,210,272,210,210,210,210,210,210,210,272,210,210,210,272,210,210,275,210,210,210,210,271,225,35,-1,-1
-1,-1,63,217,272,272,210,272,210,210,210,210,210,210,210,272,210,210,210,210,210,210,210,210,210,210,210,271,225,35,-1,-1
-1,-1,44,217,272,272,272,272,210,210,210,210,210,210,210,272,272,272,272,210,210,210,210,210,210,210,210,210,226,35,-1,-1
-1,-1,44,217,210,210,210,272,272,272,272,272,210,210,210,210,210,210,210,210,210,210,271,271,271,271,271,210,225,36,-1,-1
-1,-1,44,217,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,226,36,-1,-1
-1,-1,80,40,38,40,38,38,40,39,38,38,39,38,32,210,210,31,40,39,40,39,39,40,38,38,40,38,40,79,-1,-1
-1,-1,30,30,30,30,30,30,30,30,30,30,30,30,63,261,262,62,30,30,30,30,30,30,30,30,30,30,30,30,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,216,225,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,46,217,226,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
